,text,category
1557,சை சமாத் ஓம்மலா ஓக்க விடு ஆம்பள பேவரசி ஜமாத் ஒளிக உனக்கு அழிவு ஆரம்பம் நாயே ஓம் சாயி ராம்,Non-anti-LGBT+ content
1558,ஓரினச்சேர்க்கை இயற்கை க்கு விரோதமானது அருவருப்பானது  Yes னு சொல்ற ஆள் LIKE ஐ அழுத்துங்க பார்ப்போம்                      ,Homophobia
1559,சிலபேர் தவறு செய்வதற்காக எல்லா திருநங்கைகளும் குறை சொல்வது தவறு,Non-anti-LGBT+ content
1560,அருமையாக சொன்னீர்கள் நண்பா ,Non-anti-LGBT+ content
1561,ஓரினச்சேர்க்கை இயற்கை க்கு விரோதமானது அருவருப்பானது  Yes னு சொல்ற ஆள் LIKE ஐ அழுத்துங்க பார்ப்போம்                      ,Homophobia
1562,பிடத்தது படிக்காதது என்பதை விட நமக்கும் சமுதாயத்திற்கும் எது நல்லது பார்பதே நல்லது,Non-anti-LGBT+ content
1563,நானும்  காலா  படத்தில் திருநங்கை கூட சேர்ந்து குரூப்பில் நடித்திருக்கேன் அவ்வளவு அன்பானவர்கள்  அவர்கள் பாசமிக்கவர்கள் புதிய முயற்சி வாழ்த்துக்கள்,Non-anti-LGBT+ content
1564,Marshal Truman  ரொம்ப பேசாதே அழுகிட போகுது,Non-anti-LGBT+ content
1565,இதுகளுக்கு இடஒதிக்கீடு வேற வேணுமாம் 9 கூதிங்க,Transphobia
1566,நீங்க சொல்வதெல்லாம் உண்மை தான் ஆனால் ஒரு சில திருநங்கைகள் செய்யுற தவறு அனைவரையும் தவறான கண்ணோட்டத்தில் பார்க்க வைக்கிறது மாற்றம் தந்துள்ள இந்த சூ்நிலையில் திருநங்கைகளின் மாற்றம் நிகழும் தோழரே ,Non-anti-LGBT+ content
1567,இதுங்க தொல்ல தாங்க முடில,Transphobia
1568,என்னதான் நான் தான் அறிவாளி நெனச்சிக்கிட்டு பேசுனாலும் என்னமோ நாட்டை காப்பதுற போல உரிமை உரிமைன்னு  கூவுனாலும் இயற்கைக்கு எதிரா எந்த நாய் கூவுனாலும் அது அடிபட்டு ஓடும் எல்லாம் மழைக்கு முலைச்ச காளான்  இயற்கை மனித மூளைக்கு அப்பாற்பட்டது                      ,Homophobia
1569,சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் சூப்பர் ,Non-anti-LGBT+ content
1570,மனித இனத்துக்கு எதிரானது,Homophobia
1571,ஏதோ இங்க இருக்குற எல்லோரும் உத்தமன் மாதிரி பொங்குவானுங்க மானங்கெட்டவனுங்க,Non-anti-LGBT+ content
1572,தெய்வ மக்கள் அவர்கள் அவர்களுக்கு மனசும் தெய்வமாக இருக்கு  நன்றி அவரின் பெயர் என்ன நன்ப,Non-anti-LGBT+ content
1573,lgbtq தொடர்பான புரிதல் இங்கு பதில் சொல்பவர்களுக்கு தான் இல்லை னு பார்த்தா கேள்வி கேட்குற anchor க்கு கூட இல்லை னு தெரியுது‍ இந்த லட்சணத்துல இந்த அம்மா மைக்க வேற ஆட்டிட்டு வந்துட்டு கேட்குறாங்க  போங்கடா போய் படிக்கிற வழிய பாருங்கடா அதன் மூலமா சக மனுஷனை படிங்கடா எல்லாரையும் மதிக்க கத்துக்கங்கடா                      ,Non-anti-LGBT+ content
1574,இயற்கையை மாத்தனுன்னு நெனச்சா அது அழிவு ல தான் கொண்டு போய் விடும்இறைவனின் நேரடி தண்டனை வரும் சுனாமி நிலநடுக்கம் மாறிமொத்த மொத்த மாதன் சாவு இறைவன் நம்மை பாதுகாக்கவேண்டும்                      ,Homophobia
1575,ஒருசிலஎச்சக்கலைதிருநங்கை நாளை எல்லாதிருநங்கைகளையும் தப்பாபேசாத வாய் அழிஞ்சிடும்,Non-anti-LGBT+ content
1576,பிறப்பின் நோக்கம் அறியாமல் தன் நிலை மறந்து உன் பேச்சு வியப்பளிக்கிறது பெண்ணே உனது பேச்சைக் குறைத்துக் கொள் உனது கேள்விக்கு பதில் நரகம் புரிந்து கொள் விழித்துக் கொள் உனது எதிர்காலம் இல்லாமல் போய்விடும் எதிர்காலம் என்பது after the death நீதித் தீர்ப்பு நாள் அந்த நாளில் இறைவன் உன் பேச்சைக் கேட்கமாட்டான் ஏனென்றால் இறைவன் விதித்த வரம்பை கடந்துவிட்டாய் உனது பயணம் அர்த்தமற்றது வாழ்வின் பயணத்தை தெரிந்துகொள்் பயணம் சிறப்பாக இருக்கும் பிறப்பின் நோக்கம் வெற்றி பெறுவாய் உன் செயலுக்கு நீயே பொறுப்பு உனக்காக பிரார்த்திக்கிறேன் ,Homophobia
1577,பெரியார் கண்ட புதுமை பெண்,Non-anti-LGBT+ content
1578,அன்பே சிவம் ,Non-anti-LGBT+ content
1579,அன்புக்கு காசு வேனாம் காசு கொடுத்து காதல் கொண்டால் அது விபச்சாரம் காதல் இறைவன் தந்தது காதலுக்கு ஆண் பெண் என்ற பாகுபாடு கிடையாதுகிடையாது காமம் வேறு காதல் வேறு அறிவியலில் சுரப்பிகள் என்ற அத்தியாயத்தை படிக்காதவர்களுக்கு இது புரியாது,Non-anti-LGBT+ content
1580,வாங்க ஊங்க நம்பர்,Non-anti-LGBT+ content
1581,233 மானமுள்ள ஆண் வர்க்கம்,Non-anti-LGBT+ content
1582,Sex என்பதை இறைவன் இனப்பெருக்கதிற்காகதான் படைத்தான்ஆனால் sex என்பதே இவ்வுலகில் இல்லாமல் இருந்தால் உலகத்தில் பரிசுத்தமாக மனிதன்  இருந்திருப்பார்கள்னு தோனுதுவிஜ்ஜான கண்டுபிடிப்புகள் மனிதனை ஆக்குவதற்காக இருக்க வேண்டும்அழிபதற்காக இல்லைவிலகுகள்கூட இப்படி அறுவறுப்பாக நடந்து கொள்ளாதுஏன் இந்த மனித இனம் கேவலமாக நடத்து கொள்ளுகிறதுவிஜ்ஜானதை மிச்சின இறைவன் சக்தி ஒன்னு இருக்குவிஜ்ஜானதால் இறந்தவனை உயிருள்ளவனா மாத்தமுடியுமாஇறைவன் பிறப்பு இறப்பு என்பதை படைத்தான் உங்களாள் முடிந்தால் உங்க விஜ்ஜானதை வைத்து இறப்பை மாற்றுகள் பார்போம்சாவல்லாக சொல்லுகிறேன் முடியாதுயாராக இருந்தாலும் இறப்பு என்பது வந்தேஆகும்எப்போது ஓரினச்சேர்கை அதிகம் ஆகுதோ அப்போது உலகம் அழிய போகுதுகிற அடையாளம்எவன் ஒருவன் மனஇச்சைக்கு அடிமையாகி வாழ்கிறானோ அவன் நரகதிற்கு செல்லுவான்நரகம் மனஇச்சையைகொண்டு முடப்பட்டுள்ளதுகுர்ஆன் படிபவர்களுக்கு தெரியும் ஓரினச்சேர்க்கை மறுமைநாளின் அடையாளம் என்றுஓரினச்சேர்கையாளர்களாள்தான் இறைவன் எய்ட்ஸ் என்கிற கொடிய நோய்யை அனுப்பினான்விஜ்ஜானதால் எய்ட்ஸ் நோய்க்கு மருந்து கண்டுபிடியுங்கள் பார்போம்அது இறைவன் கண்ணியம் இல்லாதவருக்கும் ஓரினசேர்கையாளுக்கும் தண்டனை இதுஇறைவன் நம்மை பார்கிறான் அடுத்த நொடி நிரந்தரம் இல்லை இவ்வுலகில்                      ,Homophobia
1583,காசை மிரட்டி வாங்கும் கும்பல்தா சாவடிக்கனும் இதுங்கல,Transphobia
1584,தாயே நீங்கள் கவலை பட வேண்டாம்உங்களுக்கான எதிர்காலம் சிறப்பாக அமையும் உலகம் இப்போது மாறிவருகிறதுஉங்களை போன்றவர்களை புரிந்துகொள்ளும் காலம் கண் முன்னே இதோ வந்து கொண்டே இருக்கின்றது கவலை வேண்டாம்,Non-anti-LGBT+ content
1585,திறமையா பேசினா தப்ப கூட சரின்னு சொல்லுவிங்க போல இவங்க பேசுறது சரின்னா பேட்டி எடுக்குறவங்க முகத்த ஏன் மறைக்கிரிங்க இளைய தலைமுறைய திசைதிருப்பாதிங்க இது முற்றிலும் தவறு behinwoods இதுபோன்ற பதிவுகளை பதிவேற்றாதீர்கள்,Homophobia
1586,F ÑN  டேய் நீ எதுக்கு சப்போர்ட் பன்றாஅங்க ஒரு மாதிரி இங்க ஒரு மாதிரி பெசுற,Non-anti-LGBT+ content
1587,டேய் பேய்க்கு பிறந்தவனே எவண்டா அந்தஜெச்மன்ட் மெண்டல் தீர்பு மண்ணாங்கட்டி தீரீப்பு மானம் கெட்ட ஜெச் உலகம் அழிவது உறுதி உறுதி,Non-anti-LGBT+ content
1588,இது போடியா இல்ல போடா வா,Homophobia
1589,மண்ட கோளாறு எனக்கு  nijamava ka,Non-anti-LGBT+ content
1590,Yogini Ammu  சரியா சொன்னிங்க,Non-anti-LGBT+ content
1591,தெய்வம் வேறு தெய்வ ஷக்தி வேறு இதுவே ஆதி மரபு,Non-anti-LGBT+ content
1592,வீட்டோட மாப்பிள்ளையா செல்ல விரும்பும் நபர்கள் தங்கர்பச்சான் சார் இயக்கத்தில் சேரன் சார் நடித்த சொல்ல மறந்த கதை திரைப்படத்தை பார்த்துவிட்டு பொறுமையாக முடிவு செய்யவும் வீட்டோட மாப்பிள்ளையாக  சொல்லலாமா வேண்டாமா என்பதை,Non-anti-LGBT+ content
1593,Dei  என்னடா இது திருநங்கைகளை கிண்டல் பண்ணி வெச்சிருகீங்க,Non-anti-LGBT+ content
1594,அந்த அக்காவுக்கு நல்ல மனம் நன்பா I காதல்  you,Non-anti-LGBT+ content
1595,Praveen kumar கலியுகம்,Non-anti-LGBT+ content
1596,Sathiya Seelan  கிறிஸ்தவ நாடுகள் அனைவரும்இவர்கள் திருமணத்தை ஏற்றுக்கொண்டார்கள்நாட்டில் மதச்சிறுபான்மை இருக்கும் போது பாலின சிறுபான்மை இருக்கூடாது  5 நீதிபதி களுக்கு தெரியாத தவறு நமக்கு தெரிந்துவிட்டதா ,Non-anti-LGBT+ content
1597,Nishanthini Krishnamoorthy  நன்றி  நன்றி திருநங்கை பிறந்தாலும்  இந்த மாதிரி  ரோட்ல  பிச்சை  எடுக்க  விடமாட்டேன்  ,Non-anti-LGBT+ content
1598,ச்சே கன்றாவி ,Homophobia
1599,இந்த உலகம் இந்த மாதிரியான நல்ல உள்ளம் கொண்டவர்களால் தான் இயங்கி கொண்டு இருக்கிறது,Non-anti-LGBT+ content
1600,வேடிக்கை பாா்க்கும் இழி சமுதாய மக்கள்,Non-anti-LGBT+ content
1601,ஒரு அன்பின் தவிப்பு இந்தியாவில் ஏதோ புரிந்து கொண்ட அனாதை என்ற அர்த்தமே இல்லை,Non-anti-LGBT+ content
1602,ஒன்னா நம்பர் ஏமாற்றுப் பேர்வழிகள்,Non-anti-LGBT+ content
1603,சகோதரி மாலினி நீங்க  என்னத்தான் இத நியாயப்படுத்தி பேசுனாலும்  இது மிகவும் தப்பான காரியம் தயவுசெய்து இத விட்டு வெளிய வந்துடுங்க இந்த பாவத்துல பங்கு கொள்ளாதீங்கலோத்துவின் காலம் நோவாவின் காலம்  ஓரினச்சேர்க்கை பாவத்தால தான் இரண்டு மிக பெரிய பேராபத்து வந்ததுனு பரிசுத்த வேதாகமம் தெளிவா சொல்லுது அதுமில்லாம கடைசி காலங்களில் இதல்லாம் நடக்கும் என்று கர்த்தராகிய இயேசு கிறிஸ்துவும் சொல்லி இருக்காரு உலகத்தின் முடிவு நெருங்கி விட்டது கர்த்தராகிய இயேசு கிறிஸ்துவும் அதி சீக்கிரத்தில் வந்து நம்மை நியாயம்தீர்க்கப்போகிறார் இந்த பொல்லாத பாவங்கள் நமக்கு வேண்டாம்                      ,Homophobia
1604,இந்த உலகத்துல இயல்பான விஷயத்தை இயல்பா பாக்குற பண்பு மனித இனத்துக்கே கிடையாது தன்னை அறிவாளின்னு நினைச்சிட்டு வாழுற மிருகம் மனிதன்தான் ,Non-anti-LGBT+ content
1605,அப்படியே எல்லோரும் சவுதிக்கு போங்கடா ,Non-anti-LGBT+ content
1606,நான் பார்த்ததுல best prank,Non-anti-LGBT+ content
1607,நிங்கள்மேலும்வலர வழ்த்துக்கள் அன்ணா,Non-anti-LGBT+ content
1608,கவலைகள் மறந்து சிரிக்கTMP prank paarunkaEnjoy pannunka ,Non-anti-LGBT+ content
1609,ம் ம்ம்ம் இனி மக்கள் தொகை குறையும்,Non-anti-LGBT+ content
1610,டேய் பேய்க்கு பிறந்தவனே எவண்டா அந்தஜெச்மன்ட் மெண்டல் தீர்பு மண்ணாங்கட்டி தீரீப்பு மானம் கெட்ட ஜெச் உலகம் அழிவது உறுதி உறுதி,Non-anti-LGBT+ content
1611,எல்லாம் நல்ல தான் இருக்கு என்ன தமிழ் தான் வரல,Non-anti-LGBT+ content
1612,நண்பா மாகநாடிகன் ய நீங்கள,Non-anti-LGBT+ content
1613,Kali Charan போய் வரலாற படிச்சு பாரு தம்பி இங்க வந்து வாயில வட சுடாதீங்க                      ,Non-anti-LGBT+ content
1614,அந்த அறிவு கெட்ட அயோக்கிய அநீதிபதி பொண்டாட்டி கூட குடும்பம் நடத்துரானா இல்லை ஏதாவது ஒரு ஆணின்  யை ஊம்பிகிட்டு இருக்கானானு தெரியவில்லை   இத்தகைய அயோக்கிய அநீதிபதிகளின் சாமானை இழுத்து வைத்து பொதுமக்கள் மத்தியில் அறுத்து காக்காவிற்கு போட்டால் மட்டுமே இத்தகைய அநீதிபதிகளை களையெடுக்க முடியும்  இதுவரை சிறுமிகளை மட்டுமே கடத்தி கற்பழித்த காம வெறி பிடித்த பா ஜ க இந்துத்துவா கரசேவ கயவர்கள் இனி சிறுவர்களையும் விட்டு வைக்கமாட்டார்கள் மக்களே உங்கள் வீட்டு சிறுவர்கள் ஜாக்கிரதை  ஹை கோர்ட் ஜர்ஜ் அயோக்கியன் வரான் ஆண் பிள்ளைகளை பத்திரமா கைல பிடியுங்கள்,Homophobia
1615,எப்போதும் கலாட்டா வில் தானே ஹேண்ட்பேக் நிகழ்ச்சி வரும் southscope முழுவதும் ஒரு மாதிரி கன்டன்ட் முழுவதும் இங்கே தான் போடுகிறார்கள் நன்றாக கவனியுங்கள்,Non-anti-LGBT+ content
1616,Thanks macha இதுபோல ஆளுங்கள வளர விட கூடாது                      ,Non-anti-LGBT+ content
1617,அதெல்லாம் இருக்கட்டும் இடுப்பு சேலைக்குள்ள கை உட்டியே முதல்ல அது எதுக்குன்னு சொல்லு                       ,Non-anti-LGBT+ content
1618,ஓ சகோதரன் தேவன் உங்களை ஆசிர்வதிக்கட்டும் ஆமென் 6 நீதியின்மேல் பசிதாகமுள்ளவர்கள் பாக்கியவான்கள் அவர்கள் திருப்தியடைவார்கள்  மத்தேயு 56                      ,Non-anti-LGBT+ content
1619,இப்படி இருந்தால் அரவானியை யாரும் ஆதரவு செய்ய மாட்டார்கள் இப்படி எல்லாம் பேசினால் கொன்றுவிடவேண்டும்                      ,Transphobia
1620,உங்கள் மனதில் இருக்கும் கருத்தையும் கூறினார் மிக்க மகிழ்ச்சி,Non-anti-LGBT+ content
1621,எதுக்குடா இறைவன் ஆண்  பெண் என்று வித்தியாசமா படைத்தார்  தீர்ப்பு  சொன்ன ஜட்ஜ்  ஆம்புலகூடயா  குடித்தனம் செய்கிரான்  மானங்கெட்டவனுகள்,Homophobia
1622,தப்பா இருந்தா காலில் விழுந்து மன்னிப்பு கேப்போம் தப்பு இல்லைனா தோலில் ஏறி மிதிப்போம் திருநங்கைகள்,Non-anti-LGBT+ content
1623,Super BroKannu Kalaguthu Broஅக்கா உங்களுக்கு Roomba நல்லா மனசு அக்காநீங்க 100 வருஷம் சந்தோசமா இருக்கனும்வாழ்த்த வயதில்லை வணங்குகிறேன்‍‍,Non-anti-LGBT+ content
1624,ரொம்ப நடிச்சு அவங்களுடைய மனச கொஞ்சம் கஷ்டப் படுத்திட்டிங்க ப்ரோ,Non-anti-LGBT+ content
1625,ஆஷிக் இங்க என்ன பண்ற galatta ல இல்லையா,Non-anti-LGBT+ content
1626,போலீசார் லஞ்சம் வாங்குவதாலும் அவர்களின் அதிகாரத்தை துஸ்பிரயோகம் செய்வதால் மதிப்பிலக்கிறர் குடிகாரர்களை அவர்கள் செய்யும் செயல் அவர்களை கேவலப்படுத்துகிறது நம்மைப் பற்றிய நண்மதிப்பை நாங்கள் தான் உருவாக்க வேண்டும் கவர்மென்ட் வேலை பற்றி சொன்னீர்கள் அது மிக சரியான விஷயம்,Non-anti-LGBT+ content
1627,என் அன்பு தோழர்களே ஒரு ஆண் உடலளவில் ஆணாகவும் மனதளவில் பெண்ணாகவும் ஒரு பெண் மனதளவில் ஆணாகவும் உடலளவில் பெண்ணாகவும் இருகிருகள் என்பதை நாம் உணர வேண்டும் அறிவியல் சார்ந்து புரிந்து கொள்ள வேண்டும் அவர்கள் மனதை நாம் புரிந்து கொள்ள வேண்டும் இந்த காணொளியில் ஒரு பெண் உடல் கொண்ட ஆண் சகோதரர் ஆவார் என்பதை உணர்வீர் அவரது சிரிப்பில் இருக்கும் கோபம் உணர்வீர்,Non-anti-LGBT+ content
1628,மேலும் ஒவ்வொரு சிசுவும் கருவில் 4 வாரம் பொண்ணாகதான் இருக்கும் ,Non-anti-LGBT+ content
1629,koushik raja  யூதன் நம்மை எய்த்தாளுகிறான் என்பதெல்லாம் ஏதோ பாரிசாலன் கண்டுபிடித்த கருத்தல்ல தமிழ்நாட்டில் அதை விழிக்க செய்து பூதாகரமாக்குயது தான் அவருடைய பணி அதை ஐரோப்ப அறிஞர்கள் எப்போதோ உணர்ந்த விட்டனர் வரலாற்றை படியுங்கள் அதுவும் உங்களுக்கு பாரி மட்டும் தான் தெரிகிறார் போலும் கீதே நான் எழுதியுள்ள வாதம் தெரியவில்லை போலும் என்னே நடுநிலை என்னே பகூத்தறிவு                      ,Non-anti-LGBT+ content
1630,இது சரியானது என்று மருத்துவர்கள் கூறுகிறார்கள் அறிவியலை ஏற்ப்போம்,Non-anti-LGBT+ content
1631,ஊருக்கொரு வானம் இல்லையே இறைவா உன் படைப்பில்,Non-anti-LGBT+ content
1632,v v  நாங்கெல்லாம் கிராமபுரத்து ஆளுங்க இது எல்லாம் பாக்கும்போது விசித்திரமா இருக்கு,Non-anti-LGBT+ content
1633,9  தேவுடியா  புட  மவனுகள அவனுகள  சுட்டு கொள்ளனும்  அநியாயம்  பன்றானுக,Transphobia
1634,மக்கள்தொகையை அதிகப்படுத்தத்தான் மதங்களில் இது தவறு கூடாது என்று பரப்பிருக்கிறார்கள் முன்னோர்கள்                      ,Non-anti-LGBT+ content
1635,தமிழகத்தின் சிங்கப் பெண்களின் ஒருவர் ,Non-anti-LGBT+ content
1636,Aravind Rao Studio  பரவாயில்லை ங்கோவ் இருக்கட்டும்,Non-anti-LGBT+ content
1637,திறமைக்கு மதிப்பு கொடுங்க  Plss gender pakkathiga ,Non-anti-LGBT+ content
1638,நண்பா அவகள convains பண்ணீங்களா சாரி ketigala,Non-anti-LGBT+ content
1639,Ayyo ji சக மனிதனை துன்புறுத்தாமல் யார் என்ன செய்தால் உங்களுக்கென்ன இயற்கையை பற்றி internet la பேசுறது விந்தையா இருக்கு,Non-anti-LGBT+ content
1640,ஆணும் பெண்ணும் காதலர்கள் தினம் கொண்டாடினாலே RSS தேசபக்தர்கள் சுனாமியா பொங்கிடுவார்கள்அப்படியிருக்க எப்படி இந்த தீர்பை ஏற்றுக்கொண்டார்கள்ஒரு பாலும் பொங்கவில்லையேமுக்கியமா எச்ராஜா,Non-anti-LGBT+ content
1641,கடல் குதிரை பற்றி மீனவர்களுக்கு தெரியனும் ஏன்னா நாகைல 15கிராம் கடல் குதிரை 2000ரூபாய் விக்கராங்க விழிப்புணர்வு பண்ணுங்க சகோதரா,Non-anti-LGBT+ content
1642,ஆமாட தம்பி நீ ஏன் மீடு கேள்ஸ் கூட போராட்டம் பண்ண போன பிகர்ஸ் மடக்கவ,Non-anti-LGBT+ content
1643,ஒரினாச்சேர்க்கையில் ஒரு லாபம் இருக்கிறது எங்கும் குப்பைதொட்டிகளில் குழந்தைகள் வீசப்படுவது குறையும் பெண்சிசு  ஆண் சிசு கொலைகள் இருக்காது குழந்தைகள்அனாதை ஆசிராமாம் என்று ஒன்று இருக்காது ஏனேன்றால் இவர்களை போல் காதல் வயப்பாடும் சிலரின் அதர்வு இருக்கும் மற்ற குழந்தைகளுக்குவாழ்க lesbin வளர்கா guys                       ,Non-anti-LGBT+ content
1644,சகோதரா நான் மன அழுத்தத்தில் இருக்கின்றேன்எனக்கு மிகவும் குழப்பமாக இருக்கிறதுஎனக்கு வாழ்க்கை மீது நம்பிக்கை இல்லைஎன்  சிறு வயதில் எனக்கு நடந்த கொடுமைகள் என் வாழ்க்கையை  கொடுமையக்கி உள்ளதுஎன்னால் யாரிடமும் சொல்ல mudiyavillaiவேதனையோடு வாழ்கிறேன்,Non-anti-LGBT+ content
1645,இவள் ஒரு விசரிசுண்ணயின் மகிமை தெரியாத பிஞ்ச வடை புண்டைக்கு புண்டை சுண்ணிக்கு  சுண்ணியா ஐயோ ஆண்டவா இவளை பார்த்தால் எந்த ஒரு சுண்ணயும் எழும்பாது எப்படி பிள்ளை பெறுவாள் சுண்ணி இல்லாது பிள்ளை பெறுவாளா ,Homophobia
1646,நன்றி அம்மா ,Non-anti-LGBT+ content
1647,இந்த ஒம்போதுங்க தொல்ல தாங்கல,Transphobia
1648,பாரதி கண்ட புதுமை பெண்ணோ நீ  Brave speech,Non-anti-LGBT+ content
1649,பிச்சை எடுக்குதாஇல்லை ரோட்ல அது அந்தக்இறைவன் விட்டவலிஅது உன் கையில் இல்லைஎன் கையிலும் இல்லைஅதுஆண்டவன் விட்ட வழிநீ சொன்னகமெண்டுக்குதயவுசெய்துமன்னிப்புகேள்நான்சொன்ன கருத்துக்களைஅழைப்பேன்இல்லாட்டிஅது 10ஆடுஆனாலும்அழைக்க மாட்டேன் தம்பி,Non-anti-LGBT+ content
1650,பாவம்  நீங்கள்  God  bless  u,Non-anti-LGBT+ content
1651,அது உண்மை தான் ப்ரோ,Non-anti-LGBT+ content
1652,அடடா அவளா இவள் ,Homophobia
1653,ஓரினசேர்க்கை சட்ட படி தவறு இந்த மாதிரி பன்னுரஉங்கள ஜெயில் ல புடிச்சு போடனும் ஒரு ஆனுக்கு ஒரு பொன்னு இது தான் நம் நாட்டின் கலாச்சாரம்,Homophobia
1654,சரிதான் ஓரின gay lesbian சேர்க்கை விபச்சாரத்தை விட கொடியது,Homophobia
1655,இதே மாதிரி செஞ்சிங்கன்னா மொத்தமா வெறுத்து இன்னும் புரம் தள்ள ஆரம்பித்து விடுவார்கள் உங்கள் நிலைமை இன்னும் மோசம் ஆகிடும் திருநங்கை  அமைப்புகள் இதுபோன்ரவர்களை உடனே சரிசெய்ய வேண்டும் இல்லையே அதிகமான இழப்பை திருநங்கை நல்லோர்களும் ஏற்பீர் யாசகம் கேட்பது இழுக்கு உங்களுக்குவேலைதருவது இல்லை  அதனால் யாசகம் பெறுகிறோம் என்கிறிர்கள் பரவாயில்லை அதைபெறும் பொழுது எவ்வளவு கொடுத்தாலும் மனதார பெற்று உலமார வாழ்த்தனும்  எனக்கு இவ்வளவு தான் தரனும்  போடா வாடா   என்றுகெட்டவார்த்தைகளை பிரவேகிப்பது  அருவருக்க கண்டிக்க தக்கது இது போன்று போட படும் கானொழி உலகம் முலுவதும் சென்ரடையும் பிறகு திருநங்கை என்ராலே மக்கள் முகம் சுலிக்க ஆரம்பித்து விடுவார்கள்  உங்கள் முன்னேற்றம் கேள்வி குறி ஆகும் வீடு கிடைக்காது வேலைகிடைக்காது இன்னுல் சொல்லோலா இன்னலை பெறுவீர்கள் திருநங்கை அமைப்பு சிநேகிதி தாய்மடி பாரதி கண்ணம்மா கல்கி போன்ர அமைப்புகள் இந்த சமூக பிரச்சனைகளை கழைய முன் வாருங்கள்,Non-anti-LGBT+ content
1656,தூ இது மாதிரி லாம் இருப்பது நாள தான் இன்னும் பொது மக்களை மூஞ்சி சுழிற்க வைக்குது‍,Non-anti-LGBT+ content
1657,நல்ல வாழ்க்கை அமைய,Non-anti-LGBT+ content
1658,தோழி இல்லைது தோழரே இந்த புவியில் வலிமை உள்ளதே தப்பி பிள்ளைக்கு நான் உங்களிடம்   கேக்கிறேன் நீங்கள்  எப்படி ஒரு பாலின ஈர்ப்பு சரி என்று  சொல்கிர்கள் ஏனென்றால் அது உங்கள் பார்வையில் சரி என் பார்வையில் தவறு உனக்கு எது தேவையோ அது தர்மம் சாணக்கியர்,Non-anti-LGBT+ content
1659,ஆண்டவனின் படைப்பு நீங்களும் மனிதகுலங்கள்தான் உங்களை மதித்து நடக்கவேண்டும் நீங்கள் கூறுவதுதான் உண்மை                      ,Non-anti-LGBT+ content
1660,முன்ன பின்ன தெரியாதா ஒரு பையனுக்காக அவன் சந்தோஷத்துக்கு அண்டி டான்ஸ்  போட்டா ஏய் சகோதரி அந்த மனம் தான் இறைவன்,Non-anti-LGBT+ content
1661,இப்படி ஒருசில திருநங்கைகலால் நல்லவர்களும் பாதிக்கபடுகிறார்கள்,Non-anti-LGBT+ content
1662,உண்மையான ஒரு சம்பவம் மிக அருமை இதற்க்கு ஆஸ்கார் விருதே வழங்கலாம்,Non-anti-LGBT+ content
1663,தூ எந்த பொட்ட பயன் இத வீடியொ புடிச்சவன் அங்கயே அவள கிழிக்காம வீடியொ புடிச்சு போட்ருக்க  உண்மையான பொட்ட நீதான்டா  தூ,Non-anti-LGBT+ content
1664,Sathiya Seelan  கிறிஸ்தவ நாடுகள் அனைவரும்இவர்கள் திருமணத்தை ஏற்றுக்கொண்டார்கள்நாட்டில் மதச்சிறுபான்மை இருக்கும் போது பாலின சிறுபான்மை இருக்கூடாது  5 நீதிபதி களுக்கு தெரியாத தவறு நமக்கு தெரிந்துவிட்டதா ,Non-anti-LGBT+ content
1665,Straight எப்போதும் Lgbt ஆகமுடியாது Lgbt எப்போதும் Straight ஆகமுடியாது அவரவர் வாழ்க்கையை தனியாவிட்ருங்க please இரண்டு பேர் சேர்ந்து வாழ மட்டுமேபோறாங்க விபச்சாரம் செய்யல புரிந்து கொள்ளுங்கள்,Non-anti-LGBT+ content
1666,சிலபேர் தவறு செய்வதற்காக எல்லா திருநங்கைகளும் குறை சொல்வது தவறு,Non-anti-LGBT+ content
1667,அரவானிகள் யதார்த்தமாகவே நல்லவர்கள் கிடையாது இதுதான் அவர்கள் சுயரூபம்                      ,Transphobia
1668,இது ஆம்பளையா பொம்பளையா,Transphobia
1669,ஓரீணசெயற்கை சரினு சொல்றவங்க யாருக்கு போறந்தாங்க அப்பா அம்மாவுக்கா  அப்பா அப்பாக்கா  அம்மா அம்மாவுக்கா,Homophobia
1670,இனி அடுத்தது அனிமெல் செக்ஸ்க்கு  அனுமதி கிடைக்கும்டா ஆம்பளைய சுவைத்து போரடித்தால் நாய் மாடு என பல ஐட்டங்கள் இருக்குது என்சாய் பன்னுங்கடாடி,Homophobia
1671,ஏம்மா நீயெல்லாம் ஒரு பொண்ணா அறிவு கெட்ட  முண்டம்  உங்களின்  இந்த கேவலம்  கெட்ட வாழ்க்கை  முறை  குடும்ப  அமைப்பு  முறையை  சீரழித்து விடாதா                      ,Homophobia
1672,பிச்சை எடுக்கும் பிச்சைக்கார திருநங்கைகளை ஆதரிப்பவர்கள் இருக்கும்வரை இந்த மாதிரியான அராஜகம் தொடர செய்யும் யாரும் பணம் கொடுத்து இந்த நாய்களை ஊக்குவிகாதீர்கள்,Transphobia
