,text,category
1287,Deepak Jayadevan schoolile rss adyapaganmaran naindamakkall,Non-anti-LGBT+ content
1288,Pakal manyanmar,Non-anti-LGBT+ content
1289,Aanungalellam ingane aayal sthreekalkk kurach restedukkayirunnu ,Non-anti-LGBT+ content
1290,E kalathum engane chinthikunna ningale athu doctre kanikanam,Non-anti-LGBT+ content
1291,Iqbal Ikku എങ്ങോട്ട്പോവാൻ അവന്മാർക്ക് പറ്റിയ പണി സർക്കസിൽ ചേരുന്നതാ മൂക്കിൽ ഓരോ ബോളിന്റെ കുറവേയുള്ളൂ,Non-anti-LGBT+ content
1292,തുടക്കത്തിലെ ഒരു പ്രണയത്തിന്റെ കോട്ടിങ് ഒഴിച്ചാൽ നല്ല വീഡിയോ Keep it up ,Non-anti-LGBT+ content
1293,Nishanarahman yess,Non-anti-LGBT+ content
1294,എനിക്ക്  orikkalum homosex പിന്തുണ cheyyan sadhikkilla Karanam ഞാൻ  aganathe aalalla Streekalku vendi samsarikkunnath eganeyano  Swavarga anuragikal allatha sthreekalku vendi thakal egane samsarikum,Homophobia
1295,Correct sex ellaarum cheyyunnund but marriege Enna concept nod verupaannI mean gay marriegesex hostel um gulf lum nadakunnundbut they married a girl,Homophobia
1296,Uff nivin achayan inganokke act cheyyun ariyillarnnu pwoli saanam,Non-anti-LGBT+ content
1297,ഇതെല്ലാം എല്ലാവരും കാണുന്നതല്ലേ നിങ്ങൾ ചിലർ open ആയിട്ട് പല tv show കളിൽ ഇങ്ങനെ പറയുമ്പോൾ ചിലർ എത്രയാണ് എന്നൊക്കെ ചോദിക്കില്ലേ,Non-anti-LGBT+ content
1298,അവരും മനുഷ്യർ അല്ലെ ജീവിക്കട്ടെ നമ്മുക്ക് വരാം ഇങ്ങനെ കളിയാക്കലും പാവങ്ങൾ എനിക്കു ഇവരോട് ബഹുമാനം ആണ്,Non-anti-LGBT+ content
1299,Kidilam Manushyan eniku ariyam sahodara njan ningale pole avare angeegarikunma vyakthi annu I respect them,Non-anti-LGBT+ content
1300,Paranjad shariyanumbbs curiculuthil idinekurich oru chukum ulpedutheetlaad kond even doctors are not fully aware f it,Non-anti-LGBT+ content
1301,Agane parayalle bro Ith avar manapurvam alla  Avarude hormone imbalance aanu ,Non-anti-LGBT+ content
1302,അത് പ്രകാരം കാട്ടറബി മതക്കാരനും ഇവരും ഞാനും തുല്യരാണ് പ്രായപൂർത്തിയായ ഏത് പൗരനും ഇഷ്ടപ്പെട്ട ആളുടെ കൂടെ ജീവിക്കാൻ ഉള്ള അവകാശം ഇന്ത്യൻ ഭരണഘടന ഉറപ്പൂ നൽകുന്നുണ്ട് അതിൽ ജാതിയോ മതമോ ഭാഷയോ വംശമോ ലിംഗമോ സെക്ഷ്വൽ ഓറിയെന്റേഷനോ ഒന്നും അടിസ്ഥാനമാക്കി ഒരു വേർതിരിവും കാണിക്കരുത് എന്ന് എടുത്തു പറയുന്നുമുണ്ട്,Non-anti-LGBT+ content
1303,ആരെങ്കിലും ഒരു കുതിരപ്പവൻ ക്ലാര ചേച്ചിക്ക് കൊടുക്കുക,Non-anti-LGBT+ content
1304,ഇതിന്റെ ആവിശ്യം ഇല്ല ഇവർ ക്കു സ്‌ത്രൈണ സ്വഭാവം വരുന്ന സമയം ആ പ്രായം കൃത്യ മായ ചികിത്സാ ബോധ വൽക്കരണം കൊടുക്കണം തുടക്കം മുതൽ ആണെകിൽ ഇത്തരം ആളുകൾ സമൂഹത്തിൽ ഉണ്ടാകില്ല അതാണ് ഗവണ്മെന്റ് ചെയേണ്ടത് തുടക്കം മുതൽ ആളുകൾ ഇതിന് തയ്യാർ ആവണം,Transphobia
1305,ഇതിന്റെ ആവിശ്യം ഇല്ല ഇവർ ക്കു സ്‌ത്രൈണ സ്വഭാവം വരുന്ന സമയം ആ പ്രായം കൃത്യ മായ ചികിത്സാ ബോധ വൽക്കരണം കൊടുക്കണം തുടക്കം മുതൽ ആണെകിൽ ഇത്തരം ആളുകൾ സമൂഹത്തിൽ ഉണ്ടാകില്ല അതാണ് ഗവണ്മെന്റ് ചെയേണ്ടത് തുടക്കം മുതൽ ആളുകൾ ഇതിന് തയ്യാർ ആവണം,Transphobia
1306,അവരെ സംസാരിക്കാന്‍ അനുവധിക്കൂ,Non-anti-LGBT+ content
1307,ചില ട്രാന്‍സ് വുമൺസിന് girlsine കാണുബോള്‍ അസ്സൂയ ആണ്,Non-anti-LGBT+ content
1308,അടുത്ത ഷോർട്ഫിലിം പേര് കുണ്ടി,Non-anti-LGBT+ content
1309,ഹരിഹരസുധനേ ഇപ്പോഴത്തെ ആണ്പിള്ളേരെ homosexuality യെ തൊട്ട് കാക്കണേ ,Homophobia
1310,ഇവനെ ഒകെയ് അടിച്ചു കൊല്ലാൻ ആ നാട്ടിൽ ആണുങ്ങൾ ഇല്ലേ,Homophobia
1311,Rohit chandran nobody will laugho Uvveemayamohini chocolate meesamadhavan okke njaanum theatril ninnu thanne kandathaanu,Non-anti-LGBT+ content
1312,Mikyathum theeta sangikalum sudappikalum aan,Non-anti-LGBT+ content
1313,ഇത്‌ അംഗീകരിക്കാന്‍ പറ്റില്ല ഇത്‌ വളരെ വൃത്തികെട്ട ഒരു സംസ്കാരം ആന്‍,Non-anti-LGBT+ content
1314,Randu penkuttykalude jeevitham nashippikkathe ishttam ulla jeevitham select cheythille athu thanne valiya kaariyaam cngrts both wish u happy married lyf ,Non-anti-LGBT+ content
1315,ഇവരുടെ കല്യാണം ഒരുപാട് ആഘോഷിച്ചു ഏറെ സന്തോഷം തോന്നി ഇവരുടെ ഡിവോഴ്സ് ഒരുപാട് വിഷമം ഉണ്ടാക്കി സ്നേഹിച്ചിരുന്നു എങ്കിൽ ഇത്രയും വേഗം പിരിയാൻ പറ്റുമോ നിവേദ് ശരിക്കും സ്നേഹിച്ചിരുന്നു പക്ഷെ റഹീമിന് എല്ലാം ഒരു താത്കാലിക ഭ്രമം മാത്രം എനിക്ക് അങ്ങനെ ആണ് തോന്നിയത് മറിച്ചു തോന്നിയവർ ഉണ്ടോ,Non-anti-LGBT+ content
1316,Ithil athinu bhinnalingakkare patti onnum thanne parayunnillallo,Non-anti-LGBT+ content
1317,Appol eni vevagam avisham illa eshdam ulla allavarudum kuda sex what a jadj ment its verey bad,Non-anti-LGBT+ content
1318,Ath avarude ishatam chodikkan ninakk avakasam illa,Non-anti-LGBT+ content
1319,kalyanathin vannavar muyuvan lavammmaranallo,Non-anti-LGBT+ content
1320,സത്യം വേശിടെ അടുത് പോണോരെ എന്ത് വിളിക്കും ,Non-anti-LGBT+ content
1321,Enna ninte thanthaye naale kundan adikku kundaaa,Homophobia
1322,Oru short filmin venditt lip lock cheyan kanicha oru eth undallo endha enn koodi parayan patunilla pwolichu ethil ulla oro alkarum oro scenum,Non-anti-LGBT+ content
1323,myrr kuddenmaark ഒരു kunnem പിന്തുണ cheyoola,Homophobia
1324,മുഹമ്മദ്‌ നബി സ  ഒന്നിൽ കൂടുതൽ കല്യാണം കഴിച്ചു ഖദീജ ആയിഷ മൈമൂന  എല്ലാ ഇണകളും പെണ്ണാണ്,Non-anti-LGBT+ content
1325,I salute ur guts to take this topic mam oriklum arum parayan ishtapedathathum kelkan ishtapedathathum moreover chindikan polum ishtapedathathumaya oru vishayam aanith Salute u mam,Non-anti-LGBT+ content
1326,Ethrayum mekap nthinaa edunnath Athu kurachal Thanne aaalukalude thurichu nottam kurayum,Non-anti-LGBT+ content
1327,a ലിപ്‌ലോക് ചെയ്യാൻ കാണിച്ച ആ മനസുണ്ടല്ലോ മാരകം തന്നെ ,Non-anti-LGBT+ content
1328,Arfath Pk mole ethra thamasa ala love jihad Nadakuna swabavam thanne Ann Evde indiayile oruvidham ala Muslim population undayathum Kore love jihad kond thaneya,Non-anti-LGBT+ content
1329,Sreelakshmi Suresh achan makale peedipikkunnatu thettallannu njan paranjo Athum valiya thettanu,Non-anti-LGBT+ content
1330,santhosha mayulla life ndavatte elarkum,Non-anti-LGBT+ content
1331,Adam harryde story ithin munne kettapo i understood hw inhumane we humans arenammalonnum kandittum kettytum anubhavichum aryaatha etramaatram odds and obstacles face cheythittaayrkum aa manisyan thante dream conquer cheyan shremichittindaaka,Non-anti-LGBT+ content
1332,അവർ അള്ളാഹുവിന്റെ സൃഷ്ടിയാണ് അവരെമാറ്റി നിർത്തേണ്ടതല്ല എന്നൊരു സന്ദേശവും അതിലുണ്ട് എന്ത് കൊണ്ട് സമൂഹം അവരോട് ഇങ്ങനെ പെരുമാറുന്നു എന്ന് എനിക്ക് ഇപ്പഴും മനസ്സിലായിട്ടില്ല എന്റെ നാട്ടിൽ മുസ്ലിയാരായിട്ടുള്ള ഒരു ഇജഡയുണ്ട് അവർ മാന്യമായി ജോലി ചെയ്ത് ജീവിക്കുന്നു അവർക്കുള്ള അവകാശങ്ങളും അവർക്ക് കിട്ടുന്നുണ് ഇസ്ലാമിൽ ഇവർക്കുള്ള നിയമം ഇല്ല എന്ന് പറയുന്നവർ ഇസ്ലാമിനെ കുറിച്ച് നല്ല വണ്ണം മനസ്സിലാക്കാത്തവരും പഠിക്കാത്തവരുമാണ് അത് കൊണ്ട് അറിയാത്ത കാര്യങ്ങൾ പഠിച്ച് മനസ്സിലാകാൻ ശ്രമിക്കുമല്ലൊ,Non-anti-LGBT+ content
1333,പടച്ചോനെ ഇനി എന്തൊക്ക കാണണം,Non-anti-LGBT+ content
1334,ശരിക്കും പറഞ്ഞാൽ ഇവരുടെ ഇടയിലെ പ്രശ്നം എന്താണെന്ന് വെച്ചാൽ ഇവരുടെ അച്ഛനും അമ്മയും തമ്മിലുള്ള മനോഹരമായ ജീവിതം ഇവർക്ക് കാണാനോ ആസ്വദിക്കാനോ കഴിഞ്ഞിട്ടില്ല മറിച്ച് ഒരു ലൈംഗികത അതിനപ്പുറത്തേക്ക് ഇവർ ഇതിനെ കാണുന്നില്ല അതായിരിക്കാം ഇങ്ങനെ ഉള്ള തീരുമാനങ്ങൾ ഉണ്ടാകുന്നത് ഈ നാട്ടിൽ,Homophobia
1335,കുണ്ടൻ polayadi മക്കൾ അണ്ടി ചെത്തി കളയണം,Homophobia
1336,9n സത്യം എനിക്ക് ഇവരെ ഇഷ്ടം അല്ല ഒന്നുകിൽ ആണായിട്ട് ജീവിക്കുക അല്ലെങ്കിൽ പെണ്ണായിട്ട് ഇത് എന്തുവാ,Transphobia
1337,ഇവരെക്കൊണ്ടുള്ള ആകെ ഉള്ള ഉപദ്രവം ട്രെയിനിൽ പോകുമ്പോൾ ആണ് ദേനാ ദേനാ എന്ന് പറഞ്ഞു കൊടുത്തില്ലേൽ പാവാട പൊക്കി കാണിക്കുന്ന സ്വഭാവം കൂടി നിർത്തിയാൽ ഇവരെക്കൊണ്ട് സമൂഹത്തിനു യാതൊരു ബുദ്ധിമുട്ടും ഇല്ല,Non-anti-LGBT+ content
1338,Ellavarum manushyaranuennu chinthikkuvarkk arem separate ayi kanendi varilla,Non-anti-LGBT+ content
1339,ഒരു ചാൻസും ഇല്ലഗേ എന്നാൽ ഹോർമോണിൽ വരുന്ന വിത്യാസം ആണ്,Non-anti-LGBT+ content
1340,അവൻ തെക്കനല്ല കൊച്ചിക്കാരനാണ് അവിടെ അച്ചായൻ ഇല്ല ഏട്ടൻ മാത്രം അച്ചായൻ അങ്ങ് കോട്ടയം ആലപുഴ  പത്തനംതിട്ട  കൊല്ലം TV M ഭാഗങ്ങളിൽ   കൃസ്ത്യന് ആയതുകൊണ്ട് എല്ലാരും അച്ചായൻ ആകില്ല,Non-anti-LGBT+ content
1341,അവർ പറയുന്നത് സത്യം അല്ലെ അവരും മനുഷ്യരാണ്,Non-anti-LGBT+ content
1342,മുസ്ലിം സമുദായത്തെ ആണ് ഗീതു ട്രോളിയത് ഇല്ലന്ന് അവൾ പറയും,Non-anti-LGBT+ content
1343,hello moonam linkakar angane vilichu avare nanam keduthathe avar manushyara avare engane kevalapedutha kudathe ningal padicha mandan maar,Non-anti-LGBT+ content
1344,കാണുമ്പോൾ എനിക്കും കുരു പൊട്ടുന്നുണ്ട് പക്ഷെ ആലോചിച്ചപ്പോൾ ഇവർ ആണ് ശെരിയെന്നു മനസിലാകുന്നു,Non-anti-LGBT+ content
1345,Kittya nee pannulle,Non-anti-LGBT+ content
1346,നിങ്ങൾക്ക് ദൈവ സൃഷ്‌ടികളെപ്പറ്റി അറിയാത്തത് ദൈവത്തിന്റെയോ ആ സൃഷ്‌ടികളുടെയോ കുറ്റമല്ല നിങ്ങളുടെ അറിവില്ലായ്മ നിങ്ങളുടെ മാത്രം കുറ്റമാണ്,Non-anti-LGBT+ content
1347,Varun Punnala പിന്നെ പറഞ്ഞു വന്നത് കൊണ്ട് ഒരു കാര്യം പറയാം താങ്കൾ ഒരു ഹിന്ദു ആണെങ്കിൽ അതിനെ ഒരു മതം ആയി കാണരുത് അതിനെ ഒരു സംസ്കാരം ആയി കാണൂ ഹിന്ദു സംസ്കാരം എന്ന് പറഞ്ഞു ശീലിക്കുക,Non-anti-LGBT+ content
1348,Ithine support cheyyan vere kire njnrambammaarum chekkanamaare kaanunnthinum muttunnu ee paripaadikk andi ariyum naayinte makkale,Non-anti-LGBT+ content
1349,Prijith Ap thankalde ee comment kandapozhan societyde chilla aalukalde pokk kand vishamm thonune,Non-anti-LGBT+ content
1350,Avarde personal karyam alle,Non-anti-LGBT+ content
1351,പിന്നെ ഈ ലോകത്തിലെ എല്ലാ ജനങ്ങളും അവനവന്റെ കാര്യം വലുത് എന്ന് പറഞ്ഞു നടക്കുന്ന ഈ കാലഘട്ടത്തിൽ ഒന്നും കണ്ടില്ല കേട്ടില്ല എന്ന് കരുതി നടക്കാം,Non-anti-LGBT+ content
1352,Negetive comment idunavar onnu chindhikunath nallathaanavar gay avunath janmana avarude hormone changes okay karanam ann alland avar therajandukunath alla 99 shadamanam alukarnala nammal snehikunavarkum ithu poleyulla changes veraam apol avare thalli paryunath kannanoo kelkanoo oru thendigalkum aavillaa ipolthe kalathu ithoke sadaranayaan and ithine support cheyyanam nalla manasond ,Non-anti-LGBT+ content
1353,Appo edil penn purushanavarille,Non-anti-LGBT+ content
1354,ഉള്ള ധാരണ വെച്ച് എഴുതിയതാ കൊഴപ്പായാ ,Non-anti-LGBT+ content
1355,ഇതിനൊക്കെ സപ്പോർട്ട് ചെയ്യുന്ന കൊറേ നാറികൾ,Non-anti-LGBT+ content
1356,Ijjathi sachara keralam thufffvivaham ennu vecha kuttikale indakkal mathram alla enn Ee ulakalk aarelum onnu parnj kodukku,Non-anti-LGBT+ content
1357,Sreenath Kr athushari avark janmam koduth vivardhoshikalaano inj enth thengayaado parayunnath,Non-anti-LGBT+ content
1358,Njngale pole pavamgal aya girls are kettum ,Non-anti-LGBT+ content
1359,3rd couple is on the way avarude engagmnt kazhinju,Non-anti-LGBT+ content
1360,ഇന്ന് ആണ്കുട്ടികളും സുരക്ഷിതർ ഒന്നും അല്ലെടോ,Transphobia
1361,അതെ ഞാൻ ഉൾപ്പടെയുള്ള ഈ ലോകം മൊത്തം നോർമലാ അത് കൊണ്ട ആണും പെണ്ണു മായി ഇണകളായി സുന്ദരമായി ഞങ്ങൾ ലോകർ ഇവിടെ മനുഷ്യരായി ജീവിക്കുന്നത് പക്ഷെ ഒരു ഭാഗത്തു മനോരോഗികൾ കൂടി വരുന്നു ഇപ്പോൾ കേരളത്തിലും കൂടി വരുന്നു എന്നാണ് ഇവിടെയുള്ള കമന്റ്കൾ നൽകുന്ന പാഠം,Homophobia
1362,support Nishad ഒരു അനുഭവവും ഇല്ലാത്ത ആളുകൾ ഇതിനെ കുറിച്ച് പറയാതിരിക്കുന്നതാണ് നല്ലത്,Non-anti-LGBT+ content
1363,Ningal ee nootandilonum janikyande aal alla infact janikyanda aale alla ,Non-anti-LGBT+ content
1364,മുത്ത് റസൂൽ പറഞ്ഞിടത് കാര്യങ്ങൾ എത്തി തുടങ്ങി ,Non-anti-LGBT+ content
1365,Enik thonnitulla orukaryam Ee oru category allukkale Matti nirthathenammalil oralayi kanan kazhinjal maravuna preshnagal mathreulluEe keralathil Athinuvendi maximum support cheyam nammuk ,Non-anti-LGBT+ content
1366,ഇത് ഒരു മാതിരി One മാൻ ഷോ ആയി പോയി ഒരാളെ ആറു വശത്തു നിന്ന് എതിർക്കുന്നത് ഏത് നീതിയാണ് കാട്ടുനീതി ഇന്,Non-anti-LGBT+ content
1367,അവർക്ക് അർഹിക്കുന്ന ആദരവ് ആണ് കൊടുക്കേണ്ടത് ലിംഗഭേദമില്ലാതെ ,Non-anti-LGBT+ content
1368,Trueee ippo shajna shaji ranju renjimaare kuttapeduthiyadhu ppole,Non-anti-LGBT+ content
1369,ഇതൊക്കെ എന്താണ്  ഒന്നുകിൽ ആണായി ജീവിക്കുക അല്ലേൽ പെണ്ണായി ജീവിക്കുക  നിങ്ങളിൽ ഭൂരിപക്ഷം ഉള്ള അവയവം ഏത് വിഭാഗത്തിന്റെയാണോ നിങ്ങൾ അവരോടോപ്പോം നിൽക്കൂ  നിങ്ങൾ സ്വയം ഒറ്റപ്പെടുകയാണ് എന്ന് നിങ്ങൾ മനസ്സിലാക്കൂ,Transphobia
1370,നമ്മുടെ നാട്ടിൽ കുറേയധികം പേർക്ക് സ്വന്തം അറിവില്ലായ്മയാണ് ആയുധം അത് വച്ച് അവര് ആർക്കു നേരെയും വാളോങ്ങും well done ചേച്ചി,Non-anti-LGBT+ content
1371,Muhammed Nishu പുള്ളിയെ കാണാൻ കൊള്ളാം എന്നാണ് ഉദ്ദേശിച്ചത്,Non-anti-LGBT+ content
1372,ആണും പെണ്ണും എന്ന ബൈനറി മാത്രമേ ഞാൻ വിശ്വസിക്കൂ എന്ന് പറയുന്നവർ പ്രകൃതിയുടെ സ്വാഭാവികത നിഷേധികളും വിഡ്ഢികളും ആണ്,Non-anti-LGBT+ content
1373,ഉള്ള മനുഷ്യർക്ക് തന്നെ ഭൂമി തികയുന്നില്ല അപ്പോഴാ പിന്നെയും കുട്ടികൾ എന്തോത്തിനാഡേ,Non-anti-LGBT+ content
1374,chanthupottukal mairukale nattilninnum adichu odikkanam 9,Transphobia
1375,Alan Turing inde oru biopic polethe movie aanu the imitation gamepoli padam even the queen inde lead singer Freddie Mercury nalla kidilam topickidilan presentationall the best Adam Gayathri Chechis puthiya kuppayam polichuu,Non-anti-LGBT+ content
1376,Transgender ayavr shareeram Maran wish cheynavar Ann,Non-anti-LGBT+ content
1377,ആളായിപ്പോയല്ലോ,Non-anti-LGBT+ content
1378,ഇത് ജന്മനാ ആയതല്ലല്ലോ ആകിയതല്ലേ Johnnyച്ചപ്പോൾ ഒന്നെങ്കിൽ പെണ്ണോ ആണോ ആണല്ലോ ആണും പെണ്ണുമല്ലാതെ ഒരാളും Johnnyച്ചിട്ടില്ല അങ്ങനെ Johnnyച്ച ചരിത്രവുമില്ല എവിടെയും ഇവരിൽ തന്നെ പറയുന്നത് കേൾകാം ആണായിരുന്നു പിന്നീട് തന്റെ മനസ്സ് പെണ്ണിലേക്ക് ആകർഷിച്ചു അങ്ങനെ അങ്ങനെ വളർന്നു വളർന്നു അത് വലതുതായി അത് പെണ്ണിലേക്ക് പോയി അപ്പോൾ തെറ്റുകാർ ഇവരുടെ രക്ഷിതാക്കൾ ആണ്,Transphobia
1379,Shaanti makeup kandit pediyaavunnu ,Non-anti-LGBT+ content
1380,What freedom Gay marriage is not legal We should not encourage Pand Ulla allkarkum ingane prashnam oke undayirinu bt avar Ath adjust cheyth family lyf kond poyernu Ipo mindiyaa gay marriage Ivark angane kutti undava Ithode koodi ivarde thalamura ivade avasanikyum Alavarum ingane thudangiya dinosaur oke poya pole manushan um ee boomi IL nin poyikollum,Homophobia
1381,Varun Punnala താൻ പറഞ്ഞതെല്ലാം ശരി ഞാൻ പറഞ്ഞതൊക്കെ തെറ്റും ഞാൻ സമ്മതിച്ചു പിന്നെ സംസ്കാരം അങ്ങനെ ഒരു സാധനം ഇല്ല എനിക്ക് വെറുതെ തോന്നിയതാണ് ഉത്തരം മുട്ടുമ്പോൾ കൊഞ്ഞനം കുത്തുക എന്നു പറഞ്ഞല്ലോ അത് വെറുതെ തോന്നൽ ആണ് നിങ്ങൾ പറഞ്ഞ ഓരോ കാര്യങ്ങൾക്കും നല്ല മറുപടി ഉണ്ട് അത് തരാത്തത് ഇത് സോഷ്യൽ മീഡിയ ആയത് കൊണ്ടും ഞാൻ ഒരു പെണ്ണ് ആയത് കൊണ്ടും എനിക്ക് സമൂഹത്തിൽ സംസാരിക്കുന്നതിനു ഒരുപാട് പരിമിതികൾ ഉള്ളത് കൊണ്ടും ഞാൻ പറയുന്നില്ല,Non-anti-LGBT+ content
1382,Ansu s vlog uff sudu,Non-anti-LGBT+ content
1383,Onnum parayan ella vannu Kandu pogunnu ,Non-anti-LGBT+ content
1384,Thank for supporting LGBT community but എല്ലാ സ്വവര്ഗാരാതിക്കാരും ഗേ അല്ല,Non-anti-LGBT+ content
1385,Athe Ingane comment idunnath thanthayillaymma aanu,Non-anti-LGBT+ content
1386,Nammude nattil kurachu perundu thadiyum meeshyum ullavaru aanu aanungal ennum and thaadi illathavare illenkil avarkku kurachu feminine look undankil avare gay ennoke vilichu avarude sexualityeyum genderineyum oke kaliyakkunna orupadu aalukal innum ee noottandil undu valare kashttam avare paranju manasilakkan nokkiyalum nammale kaliyakkum athanu ividuthe avastha keralathile mathram karyam Alla ketto ithu,Non-anti-LGBT+ content
1387,Dee JayPJ daa mone ellaa mekalayilum und kurach njerambanmaar adhu manasilaaaakk alladhe chanakam thalayil Ulla ninakk ellaam chanakamaaye kaaanoo,Non-anti-LGBT+ content
1388,LGBT Counselor ayathu kondu thanneyanu parayunjathu itharam oru case polum kazhinja 5 varshathil vannittilla,Non-anti-LGBT+ content
1389,Njn nenjil thati paryuka Ann Islam ilek oru Hindu vo christaino girls pokarth,Non-anti-LGBT+ content
1390,നാണത്താൽ രഹസ്യ മറക്കുള്ളിൽ നിന്നു മാത്രമായി നടക്കുന്ന ഇത്തരം ദേഹേച്ഛകൾ ക്കടിമപ്പെടുന്ന പ്രക്രിയ ഒരു വേള നാണം ഇല്ലാതായപ്പോൾ പരസ്യമായി വിളിച്ചു പറയുന്നു പരസ്യമായി ചെയ്യുന്നു എന്ന് മാത്രം,Non-anti-LGBT+ content
1391,Yatharthathil ingane oru vibhakamilla,Non-anti-LGBT+ content
1392,അരശുമൂട്ടിൽ അപ്പുക്കുട്ടൻ ഇത് കോലംകെട്ടൽ ആണെന്ന് നിങ്ങൾ ആണോ തീരുമാനിക്കുക do whatever they like not society like,Non-anti-LGBT+ content
1393,ഈ മൂവി രണ്ട് വട്ടം കാണണം ഇതിന്റെ ആശയം മനസ്സിലാക്കണം,Non-anti-LGBT+ content
1394,സുനാമിയും വൈറസും പ്രകൃതിദത്തം ആണ് ഹി ഹി,Non-anti-LGBT+ content
1395,shmee avare kandal mikkavarum parayuka aanum pennum ketta vargam  allenkil 9 ennokke alle athaanu avarku ettavum apamankaram,Transphobia
1396,ആദ്യമായിട്ടാ ഈ show ഞാൻ മുഴുവൻ കാണുന്നത്,Non-anti-LGBT+ content
1397,കാസറഗോഡ് ജില്ലയിൽ കുണ്ടച്ചൻ എന്നാൽ അണ്ണാൻ ആണ്,Homophobia
1398,Palathum Eni kanan Kedakunnea ullu wait and seeee,Non-anti-LGBT+ content
1399,Saree edutha purushanmaar ,Transphobia
1400,Brave n8vin,Non-anti-LGBT+ content
1401,Njn oru doctor Ann,Non-anti-LGBT+ content
1402,dileep v വളരെ നല്ല മൂവികൾ മലയാളികൾ ഇങ്ങനെയൊക്കെയാണ് സ്വീകരിക്കുന്നത് നല്ലൊരു സിനിമ ആരാധകൻ ഇത് തിയേറ്ററിൽ തന്നെ കാണേണ്ട പടമായിരുന്നു ,Non-anti-LGBT+ content
1403,orikkalum andhakarathe prekasham ennu vilikkarutu Thinmaye nanma ennu vilikkaruth Eppol ulla cheriya shatamanathe maatti edukkan shremikkendathinu pakaram avare athinu പിന്തുണ cheyyunnu,Homophobia
1404,ഇജ്ജാതി മേക്കപ്പ് ,Non-anti-LGBT+ content
1405,Aneeshbiju Aneeshbiju adhum sheriya aaloychila sorry,Non-anti-LGBT+ content
1406,mahesh kumar manasilayla,Non-anti-LGBT+ content
1407,സത്യം ഒരു വല്ലാത്ത വ്യദിയാനമായി പോയി good bluz you All ,Non-anti-LGBT+ content
1408,എങ്ങനെയാണോ Johnnyക്കുന്നത് അങ്ങനെ ജീവിച്ചാൽ പോരെ  9,Transphobia
1409,Ardra Achu ശരി രാജാവേ,Non-anti-LGBT+ content
1410,Sree Kundan kurach hype akunno charchaennoru samsayam,Homophobia
1411,Niranjana Vani Hhjjjjijnnhjhhjjjgghgghhj,Non-anti-LGBT+ content
1412,ഒരു കൊയപ്പവും ഇല്ല എന്താ കൊയപ്പം കൊയപ്പം ഉണ്ടോ കൊയപ്പം ഇല്ല,Non-anti-LGBT+ content
1413,Oru chechi chodhichu Keralathile janangal enthna njngale sEx worker aayi kaanunnennuAthinulla utharam ariyanamenki rathri oru 10 mani kazhinju ernakulam south muthal aluva vare onnu vandikk poyi nokkiya mathyShoo shoo ennu vilich varunnathu kana,Non-anti-LGBT+ content
1414,ശ്രീകണ്ഠാ നീ വല്ലാത്ത ഓവറാണല്ലോ,Non-anti-LGBT+ content
1415,ഇവരുടെ മാതാപിതാക്കളുടെയും ബന്ധുക്കളുടെയുമൊക്കെ അവസ്ഥ എന്തായിരിക്കും,Non-anti-LGBT+ content
1416,ഈ അസുഖക്കാരെ കാസറഗോഡ് ആകരുടെ കയ്യിൽ ഒരു മരുന്നുണ്ട് ഇവന്മാരെ ഒക്കെ മുള്ളുമരത്തിൽ കയറ്റി ഇറക്കും അതും തുണി ഇല്ലാതെ,Homophobia
1417,ഈ വീഡിയോയും ഒരു അജ്ഞതയിൽ നിന്നാണ്,Non-anti-LGBT+ content
1418,I agreegood informationithu kandenkilumkurechu perudenkilum kannu thurekkette,Non-anti-LGBT+ content
1419,അത് പൊളിച്ചു  ചിലരുടെയൊക്കെ അണ്ണാക്കിൽ ഇട്ട് കൊടുത്തിട്ടുണ്ട്  കൊള്ളാം ,Non-anti-LGBT+ content
1420,Vattanalle atho budhi jeevi enn nadikkunnatho take treatment kudunnathinu munb treat cheythal changalakk idandaa,Transphobia
1421,Athe kore vivaram illayma parayunn ond,Non-anti-LGBT+ content
1422,അവരും നല്ല രീതിയിൽ ജീവിക്കട്ടെ,Non-anti-LGBT+ content
1423,ഇഷ്ടമുള്ള പോലെ ജീവിച്ചിട്ട് എന്തുകൊണ്ട് സമൂഹം വേർതിരിച്ചു കാണുന്നു എന്നതിന് ഇവർ കണ്ടെത്തുന്ന കാരണം സമൂഹത്തിന്റെ വീക്ഷണം ശെരിയല്ല എന്നാണ് എന്നാൽ സമൂഹത്തിന് അംഗീകരിക്കാൻ കഴിയുന്ന ജീവിത രീതിയിലാണോ ജീവിക്കുന്നത് എന്ന് അവർ ഒരിക്കലും ചിന്തിക്കുന്നില്ല എന്തുകൊണ്ട്,Transphobia
1424,പടച്ചോന്റെ ദുനിയാവണിത് ഇവിടെ ജീവിക്കാൻ എല്ലാർക്കും അവക്ഷമുണ്ട്,Non-anti-LGBT+ content
1425,ഉള്ളകാലം ഒന്നായി ജീവിച്ചു ഹാപ്പിയാക്കി,Non-anti-LGBT+ content
1426,Swafwan bin Kammu kutty ennalum utharamilla,Non-anti-LGBT+ content
1427,ട്രെയിനിൽ ഇതുങ്ങടെ അക്രമം രണ്ടു ദിവസം സഹിച്ചതാണ് ,Transphobia
1428,ഇതിൽ എന്താടോ അത്ര കാണാൻ ഉള്ളത് ,Non-anti-LGBT+ content
